Country,Year,% Electricity Access,% Electricity Access Rural,% Electricity Access Urban,% Basic Water Access,% Basic Water Access Rural,% Basic Water Access Urban,% Safe Water Access,% Safe Water Access Rural,% Safe Water Access Urban,% Internet Users,Mobile phone subscriptions per 100,Regulatory Quality: Estimate,Government Effectiveness: Estimate,Rule of Law: Estimate,"Government expenditure on education, total (% of GDP)",Pupil-teacher ratio Primary,Pupil-teacher ratio Secondary,School enrollment Tertiary,Domestic credit to private sector (% of GDP)
Peru,2010,88.123061,55.6332347263447,98.142493,87.3922024813053,65.9384812939024,94.0082435155709,48.5229924626543,18.036784468611,57.9245343250398,34.77,99.60853686,0.39282089471817,-0.239367961883545,-0.566099524497986,2.86730003356934,19.68166,15.99044,,30.261687153432
Colombia,2010,96.788995,86.2368922879806,99.771476,94.8180493749797,79.7286528823607,99.0829697258969,71.3704833631711,36.9253009726512,81.1061849888773,36.5,99.24479163,0.157253935933113,-0.123824141919613,-0.271385610103607,4.83382987976074,28.13107,27.14634,41.529670715332,32.3529586377969
Bolivia,2010,87.9524154663086,66.422110855658,98.8326263427734,87.4379445833791,67.9949645272657,97.2633391597371,,,,22.4,70.22501607,-0.797301411628723,-0.500350832939148,-1.02979016304016,6.97379016876221,,,,40.3422839979531
Argentina,2010,98.82,98.6167091875539,98.8404769897461,98.4340478989156,90.2204969578947,99.2613788938425,,,,45.0,138.8859542,-0.742940902709961,-0.1117919459939,-0.59809422492981,5.01971006393433,,,74.1875305175781,12.6901062454749
"Venezuela, RB",2010,99.0850448608398,93.4278286086303,99.8504257202148,95.4567493089194,,,,,,37.37,97.09249744,-1.56311976909637,-1.10220277309418,-1.66915047168732,,,,,18.8543354200342
Paraguay,2011,98.23656,96.2914962801058,99.555902,91.1581991748664,81.7581659953875,97.5342703267336,58.8425200380271,41.70253353674,70.4686240311736,24.76351588,111.7235159,-0.326602280139923,-0.84945946931839,-0.800011336803436,3.69282007217407,,,,28.9522503181962
Ecuador,2011,96.872699,91.948733423091,99.783081,90.2407039603204,78.9846320984535,96.8937690849838,63.5385152036045,48.378352455054,72.4991502429317,31.36680836,100.6233672,-0.956343531608582,-0.527820348739624,-1.14428532123566,4.72689008712769,21.89836,20.90102,,27.4906111612239
Uruguay,2011,99.17,94.6044617253278,99.43,98.5579482470455,85.4275431673473,99.3057067283332,,,94.2626395465498,51.40466106,141.5210804,0.609196186065674,0.539623916149139,0.731594443321228,4.14937019348145,,,52.5558204650879,21.9739905078767
Peru,2011,89.707491,61.3020759651831,98.376636,88.0324057036576,67.5082996744868,94.2962292415347,48.8157378335811,18.4512931186816,58.0827658421284,36.01,110.1218612,0.404832929372787,-0.206647053360939,-0.580825686454773,2.6635000705719,19.5637,16.69359,,32.3092275000503
Argentina,2011,99.0342864990234,97.7890435761809,99.1575927734375,98.6218627766521,91.6020785040005,99.3169723303064,,,,51.0,146.2467408,-0.701964378356934,-0.0723610669374466,-0.563123285770416,5.29062986373901,,,77.4296112060547,14.0087151168124
Chile,2011,99.588193,97.768645182206,99.856911,98.5678197749082,91.1923223288281,99.6570624968621,96.8047465803339,,99.0562429821941,52.24960729,129.9394599,1.44053530693054,1.15227234363556,1.26333856582642,4.0617299079895,21.97403,21.0574,70.8241806030273,101.863485354335
Brazil,2011,99.328691,96.1905873888052,99.898571,96.7879749994184,84.636942236294,98.994605626759,79.32989308241,56.4658851686449,83.4820007665496,45.69,118.2517092,0.25802206993103,-0.152404069900513,0.0451417230069637,5.73741006851196,21.28507,16.34985,,58.0784911048748
Bolivia,2011,88.335943,66.6475736814098,99.079263,88.0551966846425,69.0837380062687,97.4527012592673,,,,30.0,80.34893557,-0.76334536075592,-0.46942475438118,-0.984035789966583,6.45056009292603,,,,40.7930963326947
"Venezuela, RB",2011,98.84,90.8199628257951,99.9224700927734,95.279654448962,,,,,,40.22,98.92026985,-1.40288519859314,-1.13208639621735,-1.68640148639679,,,,,20.4742256485102
Colombia,2011,96.6936,85.5032364870935,99.788503,95.0760498001745,80.3065870154318,99.160815775328,71.6063729113685,37.1961476434085,81.1231580623437,40.35091575,101.9676509,0.279601454734802,-0.0504269637167454,-0.217361465096474,4.46608018875122,27.57965,25.58137,45.2873306274414,34.9599738877775
Argentina,2012,99.143798828125,96.0965621663528,99.4407272338867,98.8052936559107,92.9836600501062,99.3725657667704,,,,55.8,153.3349717,-0.897686779499054,-0.206967011094093,-0.623034238815308,5.34582996368408,,,78.4559097290039,15.2128150156924
Uruguay,2012,99.6,100.0,99.8,98.7083810648102,86.9446183346846,99.3616381081631,,,94.3111586562988,54.45376868,148.1833852,0.599089086055756,0.415858507156372,0.614688694477081,4.09353351593018,,,54.7069091796875,22.1705291861539
Brazil,2012,99.519494,97.2218134471323,99.927418,97.0509780439356,85.6667137210591,99.0721119751169,79.5678671260293,57.1529014628577,83.5473617525555,48.56,124.1756934,0.173244088888168,-0.16054867208004,-0.0769327953457832,5.85510015487671,20.51712,15.97387,43.2308502197266,62.5192931966295
Peru,2012,91.099508,66.1668240020821,98.629566,88.668521405509,69.0805652479325,94.5843848780541,49.1075284045421,18.8658017687522,58.240997359217,38.2,98.78481683,0.436642318964005,-0.18742011487484,-0.58197021484375,2.92276000976562,19.18832,16.75243,,34.0437468209084
"Venezuela, RB",2012,99.2751007080078,94.093209235913,99.973503112793,95.1025595890046,,,,,,49.05008307,103.7279644,-1.4448344707489,-1.08209621906281,-1.71477735042572,,,,,25.3037496584734
Chile,2012,100.0,100.0,100.0,98.804914353575,92.6611663721469,99.7076361179847,97.2304063276018,,99.1358846521168,55.05,138.0537951,1.53619813919067,1.17844355106354,1.28765678405762,4.54170417785645,21.15991,20.04352,75.0770721435547,104.266686520499
Bolivia,2012,90.387375,72.1698831517664,99.232931,88.6640012861427,70.1735983214743,97.6420710195199,,,,35.34,89.81531826,-0.832377791404724,-0.359967857599258,-1.01876401901245,6.62799978256226,,,,44.1369059073557
Paraguay,2012,97.835616,95.1415019680433,99.638662,92.3978172967035,84.2289535556365,97.8648611883929,59.5954947575113,42.9839771474942,70.7128184276763,29.34,114.6941362,-0.261282652616501,-0.899536430835724,-0.810820519924164,3.668790102005,24.15974,18.4041,,31.5463020861537
Ecuador,2012,97.194929,93.0528045447706,99.628858,90.9465125066669,79.8740311840572,97.4527481220193,63.9977979252036,48.8712174257685,72.8862377510744,35.13514645,106.2830299,-0.943592429161072,-0.474284678697586,-1.06392514705658,4.64307022094727,22.07965,21.96425,39.4205207824707,28.3830691403415
Colombia,2012,97.032176,87.0779682889139,99.726102,95.3293842263037,80.8844210319458,99.2386568881237,71.8381237323737,37.4669943141657,81.1400508425631,48.98,107.1729328,0.326594680547714,-0.00116499257273972,-0.32591912150383,4.37038993835449,25.04796,25.39509,47.4669914245605,37.7448515262878
Colombia,2013,97.779418,90.0737700750495,99.820229,95.5779768800422,81.4621549319029,99.3164930642837,72.065357493291,37.737840984923,81.1568633295355,51.7,108.7745797,0.339824229478836,0.0535053834319115,-0.387949466705322,4.87855005264282,24.98364,25.49841,50.7474899291992,39.4836916913458
Peru,2013,92.135365,69.9050114897088,98.779725,89.3000345168685,70.6552780142394,94.8727104251287,49.3975732778675,19.2803104188229,58.3992288763055,39.2,99.18268397,0.40630167722702,-0.150675311684608,-0.574129939079285,3.29729008674622,18.08394,15.46321,,37.7199291764532
Chile,2013,99.6,100.0,99.8,99.0403880891887,94.1300104154661,99.7582097391074,97.6580967341943,,99.2048142917518,58.0,135.1310128,1.48287189006805,1.15845036506653,1.25525140762329,4.54814004898071,19.52587,21.00122,79.8703384399414,106.039690609015
Brazil,2013,99.575151,97.5020335215565,99.935013,97.3076718816465,86.6964852058242,99.1496183234749,80.3830808932991,58.9981132037093,84.0951928996992,51.04,134.3929329,0.146290123462677,-0.11827490478754,-0.0918470323085785,5.8388500213623,21.22749,17.26308,44.3393707275391,64.2305738235588
Uruguay,2013,99.611808,100.0,99.752604,98.8525781207321,88.4616935020216,99.417574443754,,,94.3596777660478,57.69,155.8020277,0.715800821781158,0.397564351558685,0.576835691928864,4.23892021179199,11.9642,,59.9512596130371,24.3768815230441
Ecuador,2013,98.034674,95.4451382866422,99.547373,91.6523257841324,80.7651391886227,98.012169486211,64.4567910969441,49.364082396483,73.2733252592171,40.27912194,105.7445117,-0.837611019611359,-0.447573006153107,-0.870148360729218,5.00464010238647,23.29823,23.0055,40.0047416687012,28.984637662845
Paraguay,2013,99.015884,97.8732195878365,99.771428,93.618796817874,86.6972671054279,98.1954009828459,60.3329577140855,44.2654207582483,70.9570128241791,36.9,117.4443175,-0.247296139597893,-0.878931939601898,-0.766909003257751,2.67871189117432,,,,34.3778942787921
Argentina,2013,99.285774230957,95.4264642484105,99.655891418457,98.8641989604982,92.9836600501062,99.4281592032344,,,,59.9,158.9154655,-0.928134799003601,-0.253538548946381,-0.656233191490173,5.43661022186279,,,78.7686614990234,15.7290920133564
Bolivia,2013,89.505686,68.5167310164241,99.520076,89.2500734436876,71.2645454728817,97.8314484404948,,,,36.99,97.04333351,-0.786389470100403,-0.378246128559113,-1.05081140995026,6.80321979522705,16.44289,20.81323,,46.6796572079739
"Venezuela, RB",2013,99.3690948486328,94.7153767012845,99.9957122802734,94.9254647290471,,,,,,54.9,103.5460059,-1.52926170825958,-1.11327660083771,-1.78581345081329,,,,,29.8961496920909
Chile,2014,100.0,100.0,100.0,99.2742482208884,95.5988544587849,99.8087833602301,98.0877635800852,,99.2504278875124,61.11,133.8868853,1.48458957672119,1.03544294834137,1.34896945953369,4.75167989730835,18.65062,20.06238,83.6629791259766,109.059262769559
Argentina,2014,100.0,100.0,100.0,98.9232479851466,92.9836600501062,99.4837526396983,,,,64.7,142.9902363,-1.0661495923996,-0.110760383307934,-0.866434514522552,5.36144018173218,,,81.1694107055664,13.8237692455151
"Venezuela, RB",2014,100.0,100.0,100.0,94.7483698690897,,,,,,57.0,101.1087376,-1.74004256725311,-1.17395925521851,-1.90905845165253,,,,,
Brazil,2014,99.650247,97.910077020264,99.945554,97.5585811855157,87.7262566905893,99.2271246718328,81.1948027794409,60.870838785333,84.6437783513175,54.55100188,137.9776265,-0.0282199531793594,-0.175329744815826,-0.0527190156280994,5.94848012924194,20.91814,16.69174,47.1568717956543,66.028510394056
Colombia,2014,97.790938,89.8921484763603,99.838367,95.821895841302,82.039788715303,99.3943243038083,72.2881015066443,38.0086876556802,81.1735955232609,52.57,118.5362158,0.444412022829056,-0.13524903357029,-0.251975983381271,4.62945985794067,24.28676,24.90129,53.1794395446777,42.3846056970013
Paraguay,2014,99.000716,97.7289608791323,99.831939,94.8251554833038,89.1631066447628,98.5258897100923,61.061071762889,45.546864369003,71.2012072206818,43.0,119.9410874,-0.205342337489128,-0.937642991542816,-0.604193925857544,2.59655904769897,,,,38.1381490369685
Uruguay,2014,99.657085,100.0,99.778072,98.9935587469069,89.9787686693589,99.4735157351059,,,94.4081968757969,61.46,162.0767046,0.723710596561432,0.435458540916443,0.76191633939743,4.26735019683838,11.46753,,59.8266983032227,25.1667931664776
Ecuador,2014,98.976067,97.5028529871302,99.83164,92.3579685609702,81.6579561121496,98.572033177559,64.9152564369809,49.8569473671974,73.6604127673598,45.59039067,104.0590503,-0.920283794403076,-0.384382158517838,-0.970510959625244,5.26099014282227,24.70893,23.03294,,29.4931073105841
Bolivia,2014,90.038729,70.2928656645319,99.310844,89.8203347879304,72.3565794604918,98.0208335221922,,,,34.6,95.72549681,-0.886673927307129,-0.581343531608582,-1.05817568302155,7.47812986373901,16.75972,20.41025,,50.3224201105545
Peru,2014,92.919989,72.7675028572342,98.880892,89.9272553412932,72.2324379734075,95.1612058827587,49.6862851582852,19.6948190688935,58.5574603933941,40.2,105.0276552,0.474248230457306,-0.326231420040131,-0.522220551967621,3.69599008560181,17.66104,14.20135,,40.8996268175973
Ecuador,2015,98.825883,97.0184025663935,99.869408,93.0637815799392,82.5524819546383,99.1323391960631,65.3736735755729,50.349812337912,74.0475002755024,48.94043379,79.92016129,-1.14157736301422,-0.394115418195724,-0.956348419189453,4.99870014190674,25.10819,22.35071,44.9455184936523,29.3088888013936
Argentina,2015,99.6890335083008,97.6160575199843,99.8815307617188,98.9823081880311,92.9836600501062,99.5393460761623,,,,68.04306411,142.9639551,-0.898022353649139,-0.0493510514497757,-0.748842358589172,5.77611017227173,,,83.762580871582,14.4142330417064
Bolivia,2015,91.522822,74.3384969422006,99.46435,90.3841680932499,73.4497002843035,98.2102262646119,,,,37.49,91.63886556,-0.919425427913666,-0.676364421844482,-1.16192066669464,8.14342975616455,16.99771,20.39699,,58.0661171886246
Peru,2015,93.852179,76.692689134919,98.874896,90.5504162789145,73.8120451254368,95.449871250944,49.9740518201525,20.1093277189641,58.7156919104826,40.85260091,111.4742209,0.439279824495316,-0.367109000682831,-0.499133169651031,3.96933007240295,17.9767,14.09055,,43.8679314540477
Colombia,2015,98.186898,91.7902476160102,99.809718,96.0614092543758,82.6173223821461,99.4721506066974,72.5068379340233,38.2795343264375,81.1902474237394,55.90497251,121.6634145,0.407719731330872,-0.0933124199509621,-0.246754705905914,4.47038984298706,24.23937,26.47999,54.7961311340332,46.9053935998568
"Venezuela, RB",2015,100.0,100.0,100.0,94.5712750091323,,,,,,58.0,95.29573416,-1.87266981601715,-1.19534075260162,-2.05221772193909,,,,,
Brazil,2015,99.710902,98.2324092529854,99.956197,97.8035647892997,88.7560281753543,99.3046310201908,82.0024616838265,62.771078207729,85.1931181074106,58.32795173,125.6477067,-0.181910037994385,-0.254576027393341,-0.187204733490944,6.24105978012085,20.58529,16.45139,48.4340400695801,66.829700644229
Chile,2015,99.714844,100.0,99.876858,99.5064928801766,97.0676985021041,99.8593569813527,98.3824735679149,,99.2960367410454,76.62959195,129.861175,1.31984269618988,0.919540107250214,1.22005689144135,4.90390014648438,18.3778,19.44185,86.4181137084961,110.121398407654
Uruguay,2015,99.70948,100.0,99.806205,99.1313996037366,91.4958438366958,99.5294619822189,,,94.4567159855459,64.5707871,151.7998906,0.588026165962219,0.455125451087952,0.737417757511139,4.20636987686157,11.76053,,57.7897186279297,27.8140085275854
Paraguay,2015,99.331532,98.5827141533253,99.815336,96.0186086116123,91.6264721736394,98.8563273701322,61.7831924379874,46.8283079797572,71.4454016171845,49.71630466,119.974846,-0.205608889460564,-0.998269379138947,-0.644318699836731,3.33377814292908,,,,43.3496464702998
Brazil,2016,99.7,98.4671299664121,99.9,97.955839734312,89.1636624338378,99.3821373685487,82.7432602104915,64.2505250381725,85.7432121679783,60.87254007,117.9869738,-0.189951747655869,-0.248414695262909,-0.201229780912399,6.314040184021,20.31899,16.60114,48.3333396911621,62.1940069702965
Ecuador,2016,98.7,96.7834914382474,99.8,93.7694147343323,83.4487167160883,99.6930875417235,65.8315610896667,50.8426773086264,74.4345877836451,54.06292473,84.44422411,-0.958474397659302,-0.383266448974609,-0.648918271064758,4.36274814605713,25.09592,21.94529,,30.7902323279596
Uruguay,2016,99.7,100.0,99.8,99.2662515756008,93.0129190040332,99.5854131850929,,,94.5052350952949,66.4,149.8853759,0.681275367736816,0.505491554737091,0.619399189949036,4.36420011520386,11.13129,,59.6462898254395,25.68158188654
"Venezuela, RB",2016,99.4,94.9302911398112,100.0,94.3941801491749,,,,,,60.0,89.78392506,-1.99904632568359,-1.27306926250458,-2.26685833930969,,,,,
Chile,2016,100.0,100.0,100.0,99.7371866996943,98.5365425454233,99.9099306024754,98.57763488943,,99.3416408523505,83.55858602,128.8584324,1.36390829086304,0.834684908390045,0.960226476192474,5.3664698600769,18.00111,18.81748,88.8458862304688,111.312209230487
Peru,2016,94.2,77.9748393653812,98.9,91.1691059497992,75.3940994703274,95.7387065296847,50.2601122519687,20.5238363690347,58.8739234275711,45.46174069,118.631109,0.469326198101044,-0.255904018878937,-0.495757699012756,3.81316995620728,18.31765,14.33983,73.330192565918,42.8090253456419
Argentina,2016,99.8997421264648,99.2730691798647,99.9570083618164,99.0413737808333,92.9836600501062,99.5949395126263,,,,70.96898082,145.9179567,-0.347571164369583,0.219068825244904,-0.320517688989639,5.54548978805542,,,86.6178817749023,13.6676334273514
Colombia,2016,98.4,92.7619947950945,99.8,96.2965922555706,83.1947559324322,99.5499719729509,72.7215997126754,38.5503809971947,81.2068190309708,58.13649357,123.2204667,0.339025348424912,-0.0364807955920696,-0.265702873468399,4.47721004486084,24.31808,26.18799,57.1437492370605,47.0541978052352
Paraguay,2016,98.4,96.0512810812205,99.9,97.1992968525856,94.0873636920584,99.1867139629658,62.499589919327,48.1097515905114,71.6895960136873,53.40412748,119.5138493,-0.229902908205986,-0.821773171424866,-0.690513730049133,3.4349799156189,,,,41.3557191308076
Bolivia,2016,91.8,74.8694598817851,99.5,90.9418494280406,74.543907944318,98.399626667754,,,,39.6975146,89.7292164,-1.01973187923431,-0.60018265247345,-1.23817598819733,8.15060997009277,17.20856,19.609,,63.9737731163013
Uruguay,2017,99.8,100.0,99.8,99.3980706091476,94.5299941713701,99.6413693437279,,,94.553754205044,70.3223544,148.9559056,0.644441664218903,0.405030578374863,0.556687533855438,4.41787004470825,11.0193,,59.7518882751465,23.9262973761523
"Venezuela, RB",2017,99.2,93.2300924694069,100.0,94.2170852892175,,,,,,61.6,80.14049665,-1.98403537273407,-1.42667186260223,-2.25875568389893,,,,,
Ecuador,2017,99.2,97.7979632047478,100.0,94.3131376557692,84.3466603965002,100.0,66.1811722729968,51.3355422793409,74.65207,55.8,87.74901563,-1.02322399616241,-0.352241843938828,-0.718148052692413,4.6142578125,24.48003,20.99927,,34.2771581990472
Chile,2017,99.7,100.0,99.8,99.9654459534359,100.0,99.960504223598,98.7702384337868,,99.387240221428,82.32748693,125.28541,1.32520079612732,0.809503495693207,0.979842782020569,5.43278980255127,17.79358,18.36688,89.921989440918,113.584914654946
Paraguay,2017,99.3,98.5080101531139,99.8,98.3671694137756,96.545781200021,99.5170494885929,63.2098061082128,49.391195201266,71.93379041019,61.07575622,117.5106256,-0.248081043362617,-0.841677308082581,-0.669473230838776,3.09062075614929,,,,41.1558966178086
Colombia,2017,98.5,92.7403397637954,99.9,96.5273645492207,83.7720893661616,99.627788402569,72.9320062470848,38.8212276679521,81.2233103449553,62.25988032,128.6822441,0.257449120283127,-0.140618026256561,-0.366342157125473,4.53551006317139,23.60132,26.01138,58.3960418701172,49.8054213986162
Brazil,2017,99.8,99.1695931615088,99.9,98.4509560322469,90.8155711448845,99.6621372473658,83.6051549791106,66.6540985748373,86.2940605330206,67.47128452,106.1217992,-0.130867004394531,-0.316740095615387,-0.305652469396591,6.32047986984253,20.22308,16.72391,50.0267486572266,59.4843092982775
Bolivia,2017,91.8,74.8204412100342,99.4,91.492948547896,75.6392024405342,98.5890347316185,,,,43.83227607,95.86980372,-0.995413899421692,-0.395686626434326,-1.2447555065155,8.09724044799805,17.58897,18.90098,,64.5347126938118
Argentina,2017,100.0,100.0,100.0,,,99.6505329490902,,,,74.29490687,140.5014607,-0.196299895644188,0.135000482201576,-0.238357037305832,5.45431995391846,,,89.2329406738281,15.9584973420583
Peru,2017,94.8,80.4978448676186,98.9,91.7835691514677,76.9786010080792,96.0277117189809,50.5448533651236,20.9383450191053,59.0321549446597,50.45041218,123.1285796,0.351463735103607,-0.204651653766632,-0.523573160171509,3.93130993843079,17.93677,14.57939,71.2465515136719,42.4146143080756
Chile,2018,100.0,100.0,100.0,100.0,100.0,100.0,98.7713670184763,,99.4218210533229,84.9,134.6365175,1.30045235157013,0.907250463962555,0.939828157424927,5.473060131073,,,91.1974792480469,118.169229262694
Colombia,2018,98.5,92.6166784645762,99.9,96.739501221738,84.3493226833338,99.6878778577855,73.1264378879352,39.0920743387093,81.2252815206725,64.12637682,130.9211763,0.224889174103737,-0.139319524168968,-0.383665770292282,4.44910001754761,23.3015,25.91073,57.3205413818359,49.567317750776
Brazil,2018,99.7,98.4109076033192,99.9,98.6794937002595,91.8453426296496,99.7398013937364,84.4000388230692,68.6368795195501,86.8456632025377,70.43428254,99.64002652,-0.293125450611115,-0.520446002483368,-0.302387714385986,6.08851003646851,,,51.1916885375977,60.2183479373178
Ecuador,2018,98.7,96.9359656275889,99.7,94.6622656055683,85.2463129958733,100.0,66.3946984801382,51.8284072500554,74.65207,57.5,92.69594524,-0.886888802051544,-0.317857921123505,-0.663210570812225,4.62145519256592,24.26216,20.62112,48.327880859375,38.3078949486514
"Venezuela, RB",2018,99.8781967163086,98.96706848921,100.0,94.0399904292601,,,,,,,69.50784615,-2.38673639297485,-1.6713570356369,-2.26574206352234,,,,,
Paraguay,2018,99.6,99.1190549142616,99.9,99.5224912893959,99.0017246975251,99.8473339470135,63.9167043454898,50.6726388120202,72.1779848066927,64.99354302,115.4634996,-0.0895191580057144,-0.604826033115387,-0.602721273899078,3.29619598388672,,,,44.5974774295712
Peru,2018,95.2,81.7999810536238,99.0,92.3950837119963,78.5655497386922,96.3168868188324,50.8309405945818,21.352853669176,59.1903864617482,55.05433424,130.8994047,0.443382769823074,-0.32370787858963,-0.566928744316101,3.71392011642456,17.38724,14.20042,,43.9039424432995
Argentina,2018,99.9937362670898,99.9229553144899,100.0,,,99.7061263855542,,,,77.7,131.9371685,-0.195977628231049,0.0280940532684326,-0.219662562012672,4.87773990631104,,,90.9728317260742,
Bolivia,2018,92.8,77.5866708596203,99.5,92.0388440736544,76.735583772953,98.7784504562054,,,,44.2861422,98.61224848,-1.00710666179657,-0.329635828733444,-1.21184551715851,8.01587009429932,17.79827,18.49627,,67.854292502785
Uruguay,2018,99.8,100.0,99.8,99.4785987119326,95.30083,99.6830731065375,,,94.5887445887446,80.72684288,130.1172556,0.623031616210938,0.505017399787903,0.570794284343719,4.61359977722168,,,60.2781295776367,24.9989872593708
Brazil,2019,99.8,98.4820886457358,100.0,98.9355439518362,93.1240962150149,99.817465540107,85.1909258971105,70.647174305035,87.3980201765293,73.91243991,95.38505233,-0.121404096484184,-0.233971297740936,-0.224174305796623,5.96346998214722,,,52.6240615844727,62.7905050746971
Ecuador,2019,99.09,97.7574766957378,99.84,95.0112246263964,86.1476745142081,100.0,66.6098571346883,52.3212722207698,74.65207,59.2,91.40531396,-0.796693980693817,-0.367639988660812,-0.542889177799225,4.22565984725952,,,48.0878791809082,42.4893238149636
Uruguay,2019,99.9,100.0,99.9,99.4872379896577,95.30083,99.6879037723971,,,94.5887445887446,83.35153377,132.0241348,0.61363160610199,0.643163442611694,0.603662550449371,4.64130020141602,,,61.9644317626953,25.3791141468326
Bolivia,2019,95.08,84.9234776648635,99.48,92.5659538959925,77.7930760803924,98.9658510358439,,,,47.47481911,99.24869117,-1.00195634365082,-0.790492653846741,-1.18922472000122,8.09103965759277,,,,71.1981730889511
Peru,2019,95.551360223182,82.9478253388103,99.0857208034867,93.0032366873463,80.1549456621664,96.6062318292392,51.117947943385,21.7673623192466,59.3486179788368,59.9505036,121.3854737,0.517202258110046,-0.12579932808876,-0.5202516913414,3.822429895401,,,,44.7242368945336
Colombia,2019,99.4442596435547,97.0589523159486,100.0,96.8925246726353,84.926455883949,99.6804390180783,73.2719193638744,39.3629210094666,81.1722032102488,65.00690072,132.0713308,0.317910939455032,0.032749880105257,-0.391018122434616,4.51069021224976,,,56.6663017272949,51.5551729249983
Argentina,2019,100.0,100.0,100.0,,,99.7617198220182,,,,79.94695203,125.9409814,-0.453079700469971,-0.120677568018436,-0.427303701639175,4.77759981155396,,,95.0775527954102,
"Venezuela, RB",2019,99.8447799682617,98.6801018016151,100.0,93.8628955693026,,,,,,,63.77343008,-2.38258337974548,-1.72234714031219,-2.25972700119019,,,,,
Chile,2019,100.0,100.0,100.0,100.0,100.0,100.0,98.7713665442106,,99.4218210533229,85.01758384,131.5774455,1.15849316120148,0.863591849803925,0.923450410366058,5.61996984481812,,,92.0659713745117,124.692040573316
Paraguay,2019,99.7,99.3753547467552,99.9,99.5911140188522,99.1112275316309,99.8867485356581,64.0189287156062,50.728686295824,72.2064769603427,68.51762842,118.8639678,-0.13721576333046,-0.576705813407898,-0.56812709569931,3.48983025550842,,,,47.7506335037991
Brazil,2020,99.7027130126953,98.6721959416221,99.8557052612305,99.3208587959277,95.9452595331207,99.8220013050854,85.9216178835864,72.6849829312923,87.8867466956476,81.34269353,96.54706819,-0.111011527478695,-0.465359300374985,-0.231702029705048,5.77150011062622,,,54.5727996826172,68.6961548524775
Chile,2020,100.0,100.0,100.0,100.0,100.0,100.0,98.7713706847373,,99.4218210533229,86.37099516,129.8851806,0.948647737503052,0.70538467168808,0.927434802055359,5.62514019012451,,,89.1124877929688,123.998095622027
Bolivia,2020,97.2218170166016,90.9025890464327,99.9142227172852,93.0874216875902,78.8505683878323,99.1532516154826,,,,59.94010155,98.89563329,-1.03529012203217,-0.725854098796844,-1.2192155122757,8.43710994720459,,,,
Colombia,2020,99.7217559814453,98.5020509702548,100.0,97.0410236613368,85.5034889680072,99.6730079504531,73.413231097311,39.6337676802238,81.1191353719545,69.79533474,132.8719623,0.225666418671608,0.00868012197315693,-0.492650598287582,5.26550006866455,,,55.7331085205078,54.3473282430859
"Venezuela, RB",2020,99.9163208007813,99.2860745745092,100.0,93.6858007093452,,,,,,,58.06789032,-2.26745915412903,-1.88906502723694,-2.33331513404846,,,,,
Argentina,2020,100.0,100.0,100.0,,,99.8173132584821,,,,85.51438646,121.6001889,-0.498344272375107,-0.253818213939667,-0.487334787845612,5.27964019775391,,,99.266227722168,
Ecuador,2020,98.85,97.3995768906549,99.66,95.3597647097715,87.0507449515047,100.0,66.8266652974836,52.8141371914843,74.65207,70.7,88.04208636,-0.871133387088776,-0.47004047036171,-0.541196286678314,4.11401987075806,,,57.9376602172852,47.3632302664939
Peru,2020,96.2,86.0985574555857,99.0,93.6079681449903,81.7467887785023,96.8957467502014,51.4062095308154,22.1818709693173,59.5068494959253,65.25179796,118.176464,0.471264183521271,-0.294040530920029,-0.385730803012848,4.24804019927979,,,,55.1650762907297
Paraguay,2020,99.7,99.3711373428281,99.9,99.5934707827491,99.1112275316309,99.8867485356581,64.084221431351,50.728686295824,72.2064769603427,73.95751114,118.8308269,-0.13966229557991,-0.56505823135376,-0.428430765867233,3.93615007400513,,,,50.7131734297599
Uruguay,2020,100.0,100.0,100.0,99.4957570735158,95.30083,99.6927344382567,,,94.5887445887446,86.31019103,132.7256301,0.687180042266846,0.730151116847992,0.648838937282562,4.54306983947754,,,64.933219909668,27.8287563273001
"Venezuela, RB",2021,99.9877166748047,99.8947894907304,100.0,93.5087058493878,,,,,,,60.31557029,-2.21518588066101,-1.87447190284729,-2.29995846748352,,,,,
Chile,2021,100.0,100.0,100.0,100.0,100.0,100.0,98.7713676396397,,99.4218210533229,90.19336882,136.3134058,0.936240255832672,0.592204332351685,0.891350984573364,,,,96.2227935791016,108.778806534605
Ecuador,2021,100.0,100.0,99.9770889282227,95.6779995112767,87.8728298730994,100.0,67.044902482394,53.3070021621987,74.65207,76.20289766,94.33558884,-0.719614744186401,-0.240734726190567,-0.353610903024673,3.6913800239563,,,,50.228226266303
Peru,2021,95.6,83.5511622295803,98.9,94.2088981939542,83.341079087699,97.185431581719,51.6953125922784,22.5963796193879,59.6650810130139,71.10782643,127.8361756,0.0637786462903023,-0.294465482234955,-0.531429529190063,3.97350001335144,,,,47.6814896051666
Brazil,2021,99.4621200561523,97.305019265081,99.7754440307617,99.5894010970371,97.9870921875149,99.8221393379292,86.644033115994,74.7503053983217,88.3716239959785,80.68989314,102.48887,-0.121613994240761,-0.492295622825623,-0.300649881362915,,,,56.8306198120117,69.6821528671646
Paraguay,2021,100.0,100.0,100.0,99.5958982324205,99.1112275316309,99.8867485356581,64.1514476084887,50.728686295824,72.2064769603427,77.01838621,118.9635011,-0.222117677330971,-0.655436873435974,-0.575048804283142,3.41070008277893,,,,49.4627024962652
